"Tabela 1394 - Domicílios particulares permanentes, por situação do domicílio e existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio, segundo o tipo do domicílio, a condição de ocupação e o tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Ano x Situação do domicílio x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Tinham banheiro de uso exclusivo do domicílio - 1 banheiro","Tinham banheiro de uso exclusivo do domicílio - 2 banheiros","Tinham banheiro de uso exclusivo do domicílio - 3 banheiros","Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais","Tinham sanitário","Não tinham banheiro nem sanitário"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total","Total","Total","Total","Total","Total"
"4317400012","Zamperetti - Santiago (RS)","Total","Total","137","39","11","4","-","-"
"4317400013","Alto da Boa Vista - Santiago (RS)","Total","Total","512","123","14","1","1","-"
"4317400014","Castilhos - Santiago (RS)","Total","Total","160","77","12","3","-","-"
"4317400015","João Evangelista - Santiago (RS)","Total","Total","431","114","14","4","-","-"
"4317400016","Belizário - Santiago (RS)","Total","Total","358","95","22","2","-","-"
"4317400017","Missões - Santiago (RS)","Total","Total","274","6","1","-","2","1"
"4317400018","Vista Alegre - Santiago (RS)","Total","Total","414","62","16","1","1","1"
"4317400019","Guabiroba - Santiago (RS)","Total","Total","366","31","5","-","3","1"
"4317400020","Atalaia - Santiago (RS)","Total","Total","33","4","1","-","4","1"
"4317400021","Vila Rica - Santiago (RS)","Total","Total","685","119","10","1","2","1"
"4317400022","Carlos Humberto - Santiago (RS)","Total","Total","425","53","1","1","1","-"
"4317400023","Vila Jardim dos Eucaliptos - Santiago (RS)","Total","Total","333","8","-","-","6","5"
"4317400024","Monsenhor Assis - Santiago (RS)","Total","Total","254","44","3","-","-","-"
"4317400025","São Jorge - Santiago (RS)","Total","Total","395","155","14","4","2","-"
"4317400026","Ana Martins Bonato - Santiago (RS)","Total","Total","432","20","1","2","-","4"
"4317400027","Centro - Santiago (RS)","Total","Total","1209","890","321","128","3","-"
"4317400028","Presidente João Goulart - Santiago (RS)","Total","Total","84","41","6","1","1","-"
"4317608001","Bom Princípio - Santo Antônio da Patrulha (RS)","Total","Total","1333","177","15","6","12","12"
"4317608002","Pitangueiras - Santo Antônio da Patrulha (RS)","Total","Total","649","343","101","46","1","2"
"4317608003","Menino Deus - Santo Antônio da Patrulha (RS)","Total","Total","571","135","27","10","2","1"
"4317608004","Santa Teresinha - Santo Antônio da Patrulha (RS)","Total","Total","349","85","12","6","17","16"
"4317608005","Cidade Alta - Santo Antônio da Patrulha (RS)","Total","Total","464","175","92","42","4","1"
"4317608006","Centro - Santo Antônio da Patrulha (RS)","Total","Total","259","150","47","28","1","-"
"4317608007","Madre Teresa - Santo Antônio da Patrulha (RS)","Total","Total","293","41","2","2","9","2"
"4317608008","Várzea - Santo Antônio da Patrulha (RS)","Total","Total","468","224","55","6","3","2"
"4317608009","Jaú - Santo Antônio da Patrulha (RS)","Total","Total","372","56","1","-","1","-"
"4317608010","Imigrantes - Santo Antônio da Patrulha (RS)","Total","Total","281","36","5","1","2","1"
"4317608011","Passo dos Ramos - Santo Antônio da Patrulha (RS)","Total","Total","439","56","3","-","-","1"
"4317806001","Getúlio Vargas - Santo Augusto (RS)","Total","Total","359","107","11","2","-","-"
"4317806002","Centro - Santo Augusto (RS)","Total","Total","239","220","105","47","1","-"
"4317806003","São João - Santo Augusto (RS)","Total","Total","240","25","1","-","3","1"
"4317806004","Santa Fé - Santo Augusto (RS)","Total","Total","223","80","15","4","-","-"
"4317806005","Floresta - Santo Augusto (RS)","Total","Total","41","88","40","13","-","-"
"4317806006","São Francisco - Santo Augusto (RS)","Total","Total","175","72","12","2","1","1"
"4317806007","Glória - Santo Augusto (RS)","Total","Total","279","77","17","3","2","-"
"4317806008","Petrópolis - Santo Augusto (RS)","Total","Total","315","36","3","1","-","1"
"4317806009","Santo Antônio - Santo Augusto (RS)","Total","Total","347","21","1","-","4","4"
"4317806010","Leonizio Gonzatto - Santo Augusto (RS)","Total","Total","156","18","-","-","6","1"
"4317806011","Santa Rita - Santo Augusto (RS)","Total","Total","177","15","4","2","5","4"
"4317806012","Zeca Silva - Santo Augusto (RS)","Total","Total","61","48","16","4","-","-"
"4317806013","Tiradentes - Santo Augusto (RS)","Total","Total","78","4","-","-","12","1"
"4317806014","Industrial - Santo Augusto (RS)","Total","Total","7","2","-","-","-","-"
"4317806015","Cerro Azul - Santo Augusto (RS)","Total","Total","67","1","1","-","4","-"
"4318002001","Centro - São Borja (RS)","Total","Total","1545","898","338","136","8","1"
"4318002002","Pirahy - São Borja (RS)","Total","Total","543","202","45","13","3","1"
"4318002003","Bettin - São Borja (RS)","Total","Total","746","218","32","8","4","5"
"4318002004","Paraboi - São Borja (RS)","Total","Total","642","155","36","13","6","3"
"4318002005","Dr. Florencio Aquino Guimarães - São Borja (RS)","Total","Total","591","91","14","-","11","7"
"4318002006","Maria do Carmo - São Borja (RS)","Total","Total","584","220","68","21","8","6"
"4318002007","Várzea - São Borja (RS)","Total","Total","1416","358","61","7","13","8"
"4318002008","Passo - São Borja (RS)","Total","Total","2771","401","50","5","31","22"
"4318002009","Itachere - São Borja (RS)","Total","Total","1572","182","8","4","44","9"
"4318002010","Tiro - São Borja (RS)","Total","Total","1569","516","85","23","8","4"
"4318101001","Centro - São Francisco de Assis (RS)","Total","Total","1097","487","112","34","6","-"
"4318101002","Santo Antônio das Olarias - São Francisco de Assis (RS)","Total","Total","109","14","3","1","3","1"
"4318101003","Padre Matheus Mandarino - São Francisco de Assis (RS)","Total","Total","428","40","1","-","-","-"
"4318101004","João XXIII - São Francisco de Assis (RS)","Total","Total","558","40","2","-","8","4"
"4318101005","Ari Lopes - São Francisco de Assis (RS)","Total","Total","140","13","-","-","2","-"
"4318101006","Assis Brasil Martins de Bitencourt - São Francisco de Assis (RS)","Total","Total","357","58","10","1","4","3"
"4318101007","Vila Nova - São Francisco de Assis (RS)","Total","Total","218","16","1","1","6","-"
"4318101008","Getúlio Vargas - São Francisco de Assis (RS)","Total","Total","419","33","1","-","2","3"
"4318101009","João de Deus - São Francisco de Assis (RS)","Total","Total","132","12","1","-","-","-"
"4318309001","Centro - São Gabriel (RS)","Total","Total","1683","1016","354","126","35","7"
"4318309002","Independência - São Gabriel (RS)","Total","Total","1773","203","13","2","15","5"
"4318309003","Mariana - São Gabriel (RS)","Total","Total","743","121","10","5","15","1"
"4318309004","Jardim Primavera - São Gabriel (RS)","Total","Total","211","29","2","1","2","1"
"4318309005","Vieira - São Gabriel (RS)","Total","Total","162","-","1","-","6","-"
"4318309006","Corredor da Balança - São Gabriel (RS)","Total","Total","58","3","-","-","4","-"
"4318309007","Novo Horizonte - São Gabriel (RS)","Total","Total","169","8","-","1","3","2"
"4318309008","Esplanada - São Gabriel (RS)","Total","Total","70","2","-","-","-","-"
"4318309009","Leal - São Gabriel (RS)","Total","Total","84","8","1","-","4","4"
"4318309010","Cidade Nova - São Gabriel (RS)","Total","Total","869","116","13","3","29","-"
"4318309011","Vargas - São Gabriel (RS)","Total","Total","242","125","22","4","1","-"
"4318309012","Vila Trindade - São Gabriel (RS)","Total","Total","507","71","6","1","2","3"
"4318309013","São Bento - São Gabriel (RS)","Total","Total","108","18","1","-","1","1"
"4318309014","Jardim das Hortências - São Gabriel (RS)","Total","Total","148","79","20","5","4","1"
"4318309015","Vivenda - São Gabriel (RS)","Total","Total","105","59","13","3","-","-"
"4318309016","São Sebastião - São Gabriel (RS)","Total","Total","139","31","3","2","2","-"
"4318309017","Santo Antônio - São Gabriel (RS)","Total","Total","565","151","45","14","4","4"
"4318309018","Universitário - São Gabriel (RS)","Total","Total","59","4","-","-","3","-"
"4318309019","San Isidro - São Gabriel (RS)","Total","Total","5","1","1","3","-","-"
"4318309020","Dr. Dácio - São Gabriel (RS)","Total","Total","156","14","2","1","3","4"
"4318309021","Élbio Vieira Vargas - São Gabriel (RS)","Total","Total","380","14","1","-","-","6"
"4318309022","Gabrielense - São Gabriel (RS)","Total","Total","599","68","4","1","19","10"
"4318309023","Trilha - São Gabriel (RS)","Total","Total","..","..","..","..","..",".."
"4318309024","Bela Vista - São Gabriel (RS)","Total","Total","240","33","5","4","3","1"
"4318309025","Santa Isabel - São Gabriel (RS)","Total","Total","133","13","-","1","-","-"
"4318309026","Zona Sul - São Gabriel (RS)","Total","Total","170","50","13","17","-","-"
"4318309027","Jardim Europa - São Gabriel (RS)","Total","Total","42","42","23","14","1","-"
"4318309028","Vila Maria - São Gabriel (RS)","Total","Total","308","60","7","-","3","6"
"4318309029","Baltar - São Gabriel (RS)","Total","Total","728","161","17","3","12","3"
"4318309030","3 de Outubro - São Gabriel (RS)","Total","Total","494","88","20","6","11","9"
"4318309031","Menino Jesus - São Gabriel (RS)","Total","Total","535","97","22","-","7","11"
"4318309032","São Clemente - São Gabriel (RS)","Total","Total","558","99","10","1","10","6"
"4318309033","São Gregório - São Gabriel (RS)","Total","Total","144","17","4","-","-","1"
"4318309034","Medeiros - São Gabriel (RS)","Total","Total","187","28","3","1","4","-"
"4318309035","Andrade - São Gabriel (RS)","Total","Total","158","28","6","2","1","-"
"4318309036","Bomfim - São Gabriel (RS)","Total","Total","512","65","3","3","21","3"
"4318309037","Morro do Sabiá - São Gabriel (RS)","Total","Total","30","6","-","1","-","1"
"4318408001","Centro - São Jerônimo (RS)","Total","Total","447","210","75","23","4","3"
"4318408002","Cidade Baixa - São Jerônimo (RS)","Total","Total","369","106","19","3","3","7"
"4318408003","Bela Vista - São Jerônimo (RS)","Total","Total","289","201","71","23","-","-"
"4318408004","São Francisco - São Jerônimo (RS)","Total","Total","349","58","10","2","21","4"
"4318408005","Padre Reus - São Jerônimo (RS)","Total","Total","52","9","-","-","-","1"
"4318408006","Fátima - São Jerônimo (RS)","Total","Total","205","53","8","3","-","2"
"4318408007","São Thomas - São Jerônimo (RS)","Total","Total","345","98","13","5","4","1"
"4318408008","Cidade Alta - São Jerônimo (RS)","Total","Total","517","131","10","1","7","1"
"4318408009","Princesa Isabel - São Jerônimo (RS)","Total","Total","129","3","-","-","34","6"
"4318408010","Passo D'Areia - São Jerônimo (RS)","Total","Total","386","68","7","2","1","5"
"4318408011","Bandeira Branca - São Jerônimo (RS)","Total","Total","249","25","2","-","5","4"
"4318408012","Quininho - São Jerônimo (RS)","Total","Total","256","84","12","2","-","1"
"4318606001","Altos da Esperança - São José do Ouro (RS)","Total","Total","60","36","10","-","-","-"
"4318606002","Braço - São José do Ouro (RS)","Total","Total","34","13","1","1","-","-"
"4318606003","São Francisco - São José do Ouro (RS)","Total","Total","228","33","5","-","-","2"
"4318606004","Planalto - São José do Ouro (RS)","Total","Total","110","11","2","1","-","-"
"4318606005","Operário - São José do Ouro (RS)","Total","Total","164","49","7","-","-","-"
"4318606006","Das Canções - São José do Ouro (RS)","Total","Total","102","7","1","-","-","3"
"4318606007","Nossa Senhora da Saúde - São José do Ouro (RS)","Total","Total","19","2","-","1","-","-"
"4318705001","Boa Vista - São Leopoldo (RS)","Total","Total","514","104","20","6","-","2"
"4318705002","Scharlau - São Leopoldo (RS)","Total","Total","3168","1226","293","68","16","18"
"4318705003","Arroio da Manteiga - São Leopoldo (RS)","Total","Total","5455","919","121","22","74","34"
"4318705004","Campina - São Leopoldo (RS)","Total","Total","3431","758","88","18","35","6"
"4318705005","Santos Dumont - São Leopoldo (RS)","Total","Total","6255","823","82","17","125","56"
"4318705006","Rio dos Sinos - São Leopoldo (RS)","Total","Total","1445","271","62","12","5","3"
"4318705007","São Miguel - São Leopoldo (RS)","Total","Total","2394","230","35","10","55","18"
"4318705008","Vicentina - São Leopoldo (RS)","Total","Total","3336","574","74","15","110","41"
"4318705009","São João Batista - São Leopoldo (RS)","Total","Total","628","199","39","12","38","1"
"4318705010","Centro - São Leopoldo (RS)","Total","Total","3641","1703","436","151","11","2"
"4318705011","Fião - São Leopoldo (RS)","Total","Total","299","172","83","29","6","-"
"4318705012","Cristo Rei - São Leopoldo (RS)","Total","Total","631","325","265","167","2","-"
"4318705013","Padre Reus - São Leopoldo (RS)","Total","Total","390","116","73","53","-","-"
"4318705014","Morro do Espelho - São Leopoldo (RS)","Total","Total","493","308","135","71","1","-"
"4318705015","São José - São Leopoldo (RS)","Total","Total","297","241","179","116","-","-"
"4318705016","Pinheiro - São Leopoldo (RS)","Total","Total","776","233","125","34","-","2"
"4318705017","Rio Branco - São Leopoldo (RS)","Total","Total","1311","562","133","35","2","4"
"4318705018","Santo André - São Leopoldo (RS)","Total","Total","1306","460","102","32","3","3"
"4318705019","Campestre - São Leopoldo (RS)","Total","Total","1398","398","94","42","24","2"
"4318705020","Feitoria - São Leopoldo (RS)","Total","Total","8891","2186","329","91","44","18"
"4318705021","Fazenda São Borja - São Leopoldo (RS)","Total","Total","597","153","43","12","1","1"
"4318705022","Jardim América - São Leopoldo (RS)","Total","Total","1190","434","215","127","10","1"
"4318705023","Santa Teresa - São Leopoldo (RS)","Total","Total","1886","699","159","35","7","-"
"4318705024","Duque de Caxias - São Leopoldo (RS)","Total","Total","2371","495","65","6","38","18"
"4318903001","Centro - São Luiz Gonzaga (RS)","Total","Total","1690","1120","389","164","5","2"
"4318903002","Oeste - São Luiz Gonzaga (RS)","Total","Total","47","8","-","-","7","-"
"4318903003","Vila Nova - São Luiz Gonzaga (RS)","Total","Total","109","1","-","-","17","2"
"4318903004","Vila Floresta - São Luiz Gonzaga (RS)","Total","Total","579","45","1","-","10","1"
"4318903005","Vila Loureiro - São Luiz Gonzaga (RS)","Total","Total","121","8","-","-","30","-"
"4318903006","Gruta - São Luiz Gonzaga (RS)","Total","Total","337","140","29","11","1","1"
"4318903007","Pedreira - São Luiz Gonzaga (RS)","Total","Total","250","41","2","-","22","1"
"4318903008","Vila Harmonia - São Luiz Gonzaga (RS)","Total","Total","274","37","4","1","5","-"
"4318903009","Duque de Caxias - São Luiz Gonzaga (RS)","Total","Total","613","185","17","2","9","-"
"4318903010","Monsenhor Wolski - São Luiz Gonzaga (RS)","Total","Total","250","74","12","6","5","-"
"4318903011","Presidente Vargas - São Luiz Gonzaga (RS)","Total","Total","281","79","11","-","3","1"
"4318903012","Maria Auxiliadora - São Luiz Gonzaga (RS)","Total","Total","252","14","-","-","12","8"
"4318903013","Vila Mário - São Luiz Gonzaga (RS)","Total","Total","445","100","13","-","2","2"
"4318903014","Residencial Centenário - São Luiz Gonzaga (RS)","Total","Total","94","55","7","2","-","-"
"4318903015","Vila Fernando Ferrari - São Luiz Gonzaga (RS)","Total","Total","107","17","1","-","10","-"
"4318903016","Agrícola - São Luiz Gonzaga (RS)","Total","Total","277","63","4","1","4","-"
"4318903017","Vila Jauri - São Luiz Gonzaga (RS)","Total","Total","215","32","2","-","-","3"
"4318903018","Raimundo Gomes Neto - São Luiz Gonzaga (RS)","Total","Total","248","44","8","1","5","1"
"4318903019","Vila Marcos - São Luiz Gonzaga (RS)","Total","Total","138","15","1","-","5","-"
"4318903020","Joaquim Nascimento - São Luiz Gonzaga (RS)","Total","Total","168","16","1","1","-","-"
"4318903021","Vila Trinta - São Luiz Gonzaga (RS)","Total","Total","244","12","2","-","2","2"
"4318903022","Vila Paz - São Luiz Gonzaga (RS)","Total","Total","462","104","15","1","5","8"
"4318903023","Área Industrial - São Luiz Gonzaga (RS)","Total","Total","27","1","-","-","-","-"
"4319000001","Bela Vista - São Marcos (RS)","Total","Total","26","13","3","-","1","-"
"4319000002","Polo - São Marcos (RS)","Total","Total","297","104","9","2","-","-"
"4319000003","São José - São Marcos (RS)","Total","Total","488","61","3","1","1","2"
"4319000004","Santini - São Marcos (RS)","Total","Total","213","29","2","-","-","-"
"4319000005","Michelon - São Marcos (RS)","Total","Total","88","48","6","-","-","-"
"4319000006","Francisco Doncatto - São Marcos (RS)","Total","Total","636","192","32","9","3","-"
"4319000007","Henrique Pante - São Marcos (RS)","Total","Total","430","179","27","8","-","-"
"4319000008","Industrial - São Marcos (RS)","Total","Total","343","126","17","4","1","-"
"4319406001","Nova Alemanha - São Pedro do Sul (RS)","Total","Total","21","9","1","-","1","-"
"4319406002","Riveira - São Pedro do Sul (RS)","Total","Total","223","44","7","4","10","1"
"4319406003","Canto Verde - São Pedro do Sul (RS)","Total","Total","92","22","1","1","-","-"
"4319406004","Vila Schmidt - São Pedro do Sul (RS)","Total","Total","101","25","3","-","-","-"
