"Tabela 3603 - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, exclusive as pessoas cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou seu parente, por local de exercício do trabalho principal, segundo a situação do domicílio e as classes de rendimento nominal mensal domiciliar per capita"
"Variável - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente (Pessoas)"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Ano x Local de exercício do trabalho principal x Situação do domicílio"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","2010"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Município de residência","Município de residência - no domicílio de residência","Município de residência - fora do domicílio de residência","Outro município","País estrangeiro","Mais de um município ou país"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Total","Total","Total","Total","Total","Total"
"4208401","Itapiranga (SC)","Total","9230","8890","3064","5825","250","-","91"
"4208450","Itapoá (SC)","Total","7076","6542","1438","5104","406","10","118"
"4208500","Ituporanga (SC)","Total","13670","12987","6700","6287","531","-","153"
"4208609","Jaborá (SC)","Total","2463","2296","930","1366","61","-","105"
"4208708","Jacinto Machado (SC)","Total","5940","5409","1417","3992","402","-","129"
"4208807","Jaguaruna (SC)","Total","8970","7425","2043","5382","1368","-","177"
"4208906","Jaraguá do Sul (SC)","Total","85401","81482","17684","63798","3319","17","584"
"4208955","Jardinópolis (SC)","Total","1082","989","541","448","92","-","2"
"4209003","Joaçaba (SC)","Total","15672","13204","2060","11144","1950","-","518"
"4209102","Joinville (SC)","Total","276522","268070","63900","204170","5600","23","2830"
"4209151","José Boiteux (SC)","Total","2513","2387","229","2158","125","-","-"
"4209177","Jupiá (SC)","Total","1092","965","607","358","103","-","24"
"4209201","Lacerdópolis (SC)","Total","1324","1219","715","504","105","-","-"
"4209300","Lages (SC)","Total","72146","66957","13778","53179","3692","23","1473"
"4209409","Laguna (SC)","Total","22986","18870","4942","13928","3750","13","354"
"4209458","Lajeado Grande (SC)","Total","810","746","382","364","50","-","13"
"4209508","Laurentino (SC)","Total","3704","3054","881","2173","567","-","83"
"4209607","Lauro Müller (SC)","Total","6570","4940","1518","3422","1562","5","63"
"4209706","Lebon Régis (SC)","Total","5387","4599","1890","2709","734","-","54"
"4209805","Leoberto Leal (SC)","Total","1872","1844","683","1161","20","-","8"
"4209854","Lindóia do Sul (SC)","Total","2842","2605","1204","1400","187","-","50"
"4209904","Lontras (SC)","Total","6103","4615","1701","2914","1310","-","179"
"4210001","Luiz Alves (SC)","Total","6176","6062","1770","4292","66","-","49"
"4210035","Luzerna (SC)","Total","3165","2271","460","1810","774","-","120"
"4210050","Macieira (SC)","Total","933","904","648","256","27","-","2"
"4210100","Mafra (SC)","Total","27937","23767","6304","17463","3589","31","550"
"4210209","Major Gercino (SC)","Total","1894","1709","487","1223","177","-","8"
"4210308","Major Vieira (SC)","Total","3529","3387","1744","1643","135","-","6"
"4210407","Maracajá (SC)","Total","3419","2717","762","1955","661","-","41"
"4210506","Maravilha (SC)","Total","13010","11813","2534","9279","620","-","576"
"4210555","Marema (SC)","Total","1279","1208","796","412","70","-","2"
"4210605","Massaranduba (SC)","Total","9130","7860","3240","4620","1155","-","114"
"4210704","Matos Costa (SC)","Total","1424","1296","612","685","125","-","3"
"4210803","Meleiro (SC)","Total","4044","3389","1479","1910","596","-","60"
"4210852","Mirim Doce (SC)","Total","1371","1334","683","651","32","-","4"
"4210902","Modelo (SC)","Total","2549","2315","784","1530","129","-","106"
"4211009","Mondaí (SC)","Total","6703","6474","2542","3932","145","-","85"
"4211058","Monte Carlo (SC)","Total","3693","3042","622","2419","635","-","16"
"4211108","Monte Castelo (SC)","Total","3782","3269","1170","2099","421","-","91"
"4211207","Morro da Fumaça (SC)","Total","8727","7487","909","6578","954","24","262"
"4211256","Morro Grande (SC)","Total","1783","1696","814","882","70","-","17"
"4211306","Navegantes (SC)","Total","28628","20721","5831","14891","7385","-","521"
"4211405","Nova Erechim (SC)","Total","2824","2509","836","1673","140","-","176"
"4211454","Nova Itaberaba (SC)","Total","2343","2167","762","1405","150","-","26"
"4211504","Nova Trento (SC)","Total","7426","6308","1968","4340","1070","-","48"
"4211603","Nova Veneza (SC)","Total","7148","6089","1462","4627","994","-","65"
"4211652","Novo Horizonte (SC)","Total","2054","1880","1631","250","169","-","5"
"4211702","Orleans (SC)","Total","11448","10820","4972","5848","421","-","207"
"4211751","Otacílio Costa (SC)","Total","7718","6941","1094","5847","428","-","349"
"4211801","Ouro (SC)","Total","4548","3049","1832","1217","1406","6","86"
"4211850","Ouro Verde (SC)","Total","840","758","172","586","61","-","21"
"4211876","Paial (SC)","Total","1114","973","740","233","126","-","15"
"4211892","Painel (SC)","Total","1180","1094","612","482","77","-","10"
"4211900","Palhoça (SC)","Total","74427","43251","12364","30886","28625","14","2538"
"4212007","Palma Sola (SC)","Total","4484","4310","1719","2592","144","-","29"
"4212056","Palmeira (SC)","Total","1174","1008","446","562","141","-","25"
"4212106","Palmitos (SC)","Total","9604","8813","1809","7004","485","-","306"
"4212205","Papanduva (SC)","Total","10110","9442","3329","6113","573","-","95"
"4212239","Paraíso (SC)","Total","2524","2322","1671","651","182","4","15"
"4212254","Passo de Torres (SC)","Total","3152","2193","550","1643","895","-","64"
"4212270","Passos Maia (SC)","Total","2449","2351","845","1506","94","4","-"
"4212304","Paulo Lopes (SC)","Total","2915","2177","445","1732","696","-","43"
"4212403","Pedras Grandes (SC)","Total","2289","1791","721","1070","460","5","33"
"4212502","Penha (SC)","Total","12127","8785","2141","6644","2856","-","487"
"4212601","Peritiba (SC)","Total","2013","1805","1146","659","181","-","27"
"4212700","Petrolândia (SC)","Total","4031","3709","1840","1869","250","-","72"
"4212809","Balneário Piçarras (SC)","Total","8356","6346","1175","5170","1597","-","413"
"4212908","Pinhalzinho (SC)","Total","10062","9450","3375","6075","390","-","222"
"4213005","Pinheiro Preto (SC)","Total","2090","1864","858","1006","150","-","76"
"4213104","Piratuba (SC)","Total","2803","2500","948","1552","260","-","44"
"4213153","Planalto Alegre (SC)","Total","1674","1485","326","1159","160","-","29"
"4213203","Pomerode (SC)","Total","16845","15235","2500","12734","1510","-","100"
"4213302","Ponte Alta (SC)","Total","1965","1713","411","1302","204","-","48"
"4213351","Ponte Alta do Norte (SC)","Total","1387","1176","118","1058","144","-","67"
"4213401","Ponte Serrada (SC)","Total","5279","4177","1029","3149","969","-","132"
"4213500","Porto Belo (SC)","Total","8195","5856","1683","4173","2072","10","256"
"4213609","Porto União (SC)","Total","16385","11524","3182","8342","4486","-","375"
"4213708","Pouso Redondo (SC)","Total","8403","7817","2510","5307","412","-","175"
"4213807","Praia Grande (SC)","Total","3903","3523","345","3178","315","3","63"
"4213906","Presidente Castello Branco (SC)","Total","1269","1159","868","290","81","-","29"
"4214003","Presidente Getúlio (SC)","Total","9306","8800","2047","6753","396","-","110"
"4214102","Presidente Nereu (SC)","Total","1520","1470","971","499","35","-","15"
"4214151","Princesa (SC)","Total","1679","1594","55","1539","65","-","19"
"4214201","Quilombo (SC)","Total","6297","5960","2978","2982","215","-","123"
"4214300","Rancho Queimado (SC)","Total","1695","1642","895","747","53","-","-"
"4214409","Rio das Antas (SC)","Total","3426","2946","259","2687","362","-","118"
"4214508","Rio do Campo (SC)","Total","3928","3747","1486","2260","136","-","45"
"4214607","Rio do Oeste (SC)","Total","4138","3823","2062","1760","280","-","35"
"4214706","Rio dos Cedros (SC)","Total","6020","5029","1457","3572","954","-","37"
"4214805","Rio do Sul (SC)","Total","34824","32934","5412","27522","1344","35","510"
"4214904","Rio Fortuna (SC)","Total","3285","3058","1208","1850","173","-","53"
"4215000","Rio Negrinho (SC)","Total","19423","17620","4909","12712","1539","-","264"
"4215059","Rio Rufino (SC)","Total","1282","1257","772","486","11","-","14"
"4215075","Riqueza (SC)","Total","3069","2773","974","1799","249","-","47"
"4215109","Rodeio (SC)","Total","6304","4706","1398","3308","1537","-","62"
"4215208","Romelândia (SC)","Total","3274","3076","203","2872","149","-","49"
"4215307","Salete (SC)","Total","4520","4093","1435","2658","244","-","183"
"4215356","Saltinho (SC)","Total","2378","2274","1684","590","100","-","4"
"4215406","Salto Veloso (SC)","Total","2352","2232","452","1779","67","3","51"
"4215455","Sangão (SC)","Total","5732","5243","557","4686","406","-","83"
"4215505","Santa Cecília (SC)","Total","6580","6303","1490","4813","173","-","104"
"4215554","Santa Helena (SC)","Total","1783","1611","39","1572","140","-","33"
"4215604","Santa Rosa de Lima (SC)","Total","1525","1482","877","605","43","-","-"
"4215653","Santa Rosa do Sul (SC)","Total","4705","3805","1683","2122","571","-","329"
"4215679","Santa Terezinha (SC)","Total","4422","4392","3439","953","26","-","5"
"4215687","Santa Terezinha do Progresso (SC)","Total","1808","1735","1461","274","64","-","9"
"4215695","Santiago do Sul (SC)","Total","821","756","404","352","58","-","8"
"4215703","Santo Amaro da Imperatriz (SC)","Total","11137","7245","2726","4519","3589","5","298"
"4215752","São Bernardino (SC)","Total","1606","1523","726","797","82","-","-"
"4215802","São Bento do Sul (SC)","Total","39749","37003","8660","28343","2115","9","622"
"4215901","São Bonifácio (SC)","Total","2089","2014","841","1174","71","-","4"
"4216008","São Carlos (SC)","Total","6444","5702","2563","3139","667","6","69"
"4216057","São Cristóvão do Sul (SC)","Total","1880","1580","322","1258","232","-","67"
"4216107","São Domingos (SC)","Total","5310","5007","1885","3122","207","-","96"
"4216206","São Francisco do Sul (SC)","Total","18627","17413","5110","12303","1096","-","118"
"4216255","São João do Oeste (SC)","Total","4482","3923","2655","1268","396","-","163"
"4216305","São João Batista (SC)","Total","15811","15207","3057","12150","493","13","98"
"4216354","São João do Itaperiú (SC)","Total","1850","1477","428","1049","368","-","4"
"4216404","São João do Sul (SC)","Total","3985","3718","1914","1804","234","-","33"
"4216503","São Joaquim (SC)","Total","12290","11988","3867","8120","208","-","94"
"4216602","São José (SC)","Total","116996","72948","15278","57670","41434","7","2607"
"4216701","São José do Cedro (SC)","Total","8239","7542","2083","5459","350","-","347"
"4216800","São José do Cerrito (SC)","Total","4469","4348","2576","1772","114","-","7"
"4216909","São Lourenço do Oeste (SC)","Total","13301","12396","4048","8347","538","-","367"
"4217006","São Ludgero (SC)","Total","6569","5655","947","4708","617","-","297"
"4217105","São Martinho (SC)","Total","2250","2135","855","1280","109","-","7"
"4217154","São Miguel da Boa Vista (SC)","Total","1342","1259","1005","254","72","-","11"
"4217204","São Miguel do Oeste (SC)","Total","21788","20252","6181","14071","862","12","662"
"4217253","São Pedro de Alcântara (SC)","Total","1885","1238","482","756","644","-","3"
"4217303","Saudades (SC)","Total","6052","5630","2511","3120","363","-","59"
"4217402","Schroeder (SC)","Total","9169","6058","2499","3559","3058","-","52"
"4217501","Seara (SC)","Total","10968","10442","3714","6727","356","-","170"
"4217550","Serra Alta (SC)","Total","2237","2071","375","1696","73","-","93"
"4217600","Siderópolis (SC)","Total","6929","5055","1257","3798","1562","115","198"
"4217709","Sombrio (SC)","Total","15022","13204","3581","9623","1085","-","732"
"4217758","Sul Brasil (SC)","Total","1815","1736","1169","568","46","-","32"
"4217808","Taió (SC)","Total","10541","9954","3026","6928","403","-","184"
"4217907","Tangará (SC)","Total","5179","4913","1738","3175","229","-","37"
"4217956","Tigrinhos (SC)","Total","1084","955","9","946","129","-","-"
"4218004","Tijucas (SC)","Total","15487","13655","3568","10087","1366","-","465"
"4218103","Timbé do Sul (SC)","Total","2875","2345","972","1373","473","2","55"
"4218202","Timbó (SC)","Total","21967","19352","3793","15560","2367","18","230"
"4218251","Timbó Grande (SC)","Total","3339","3269","808","2461","64","-","6"
"4218301","Três Barras (SC)","Total","7424","5286","1377","3908","1833","-","305"
"4218350","Treviso (SC)","Total","1686","1459","327","1132","213","8","6"
"4218400","Treze de Maio (SC)","Total","4157","3467","312","3154","505","-","185"
"4218509","Treze Tílias (SC)","Total","3718","3445","1084","2361","104","3","166"
"4218608","Trombudo Central (SC)","Total","3753","3198","583","2615","459","-","96"
"4218707","Tubarão (SC)","Total","51117","47404","7825","39579","2892","18","804"
"4218756","Tunápolis (SC)","Total","3215","2960","79","2881","169","13","73"
"4218806","Turvo (SC)","Total","6902","6423","2189","4234","432","-","47"
"4218855","União do Oeste (SC)","Total","1589","1344","490","854","151","-","94"
"4218905","Urubici (SC)","Total","5725","5616","2278","3337","62","-","47"
"4218954","Urupema (SC)","Total","1138","1092","78","1014","42","-","3"
"4219002","Urussanga (SC)","Total","11101","9162","2501","6662","1269","384","286"
"4219101","Vargeão (SC)","Total","1820","1664","254","1410","128","-","28"
"4219150","Vargem (SC)","Total","1040","983","238","745","32","-","25"
"4219176","Vargem Bonita (SC)","Total","2342","1949","633","1316","206","-","186"
"4219200","Vidal Ramos (SC)","Total","3768","3687","2408","1279","49","-","31"
"4219309","Videira (SC)","Total","26704","25646","4765","20880","608","-","451"
"4219358","Vitor Meireles (SC)","Total","2994","2910","1902","1007","59","-","25"
"4219408","Witmarsum (SC)","Total","2262","2187","1135","1052","76","-","-"
"4219507","Xanxerê (SC)","Total","22999","21265","5878","15387","1206","-","528"
"4219606","Xavantina (SC)","Total","3040","2921","2243","678","113","-","6"
"4219705","Xaxim (SC)","Total","14764","13584","6257","7327","875","-","305"
"4219853","Zortéa (SC)","Total","1906","1173","570","603","711","-","22"
"4300034","Aceguá (RS)","Total","2000","1858","1001","857","92","42","8"
"4300059","Água Santa (RS)","Total","2365","2195","1435","759","164","-","7"
"4300109","Agudo (RS)","Total","9968","9432","5177","4255","405","-","132"
"4300208","Ajuricaba (RS)","Total","4473","4223","346","3877","216","-","34"
"4300307","Alecrim (RS)","Total","4011","3818","2830","988","167","-","26"
"4300406","Alegrete (RS)","Total","34842","33648","7661","25987","725","46","423"
"4300455","Alegria (RS)","Total","2736","2639","1876","763","88","-","9"
"4300471","Almirante Tamandaré do Sul (RS)","Total","1230","1171","713","458","45","-","15"
"4300505","Alpestre (RS)","Total","5638","5415","181","5234","190","-","33"
"4300554","Alto Alegre (RS)","Total","1191","1144","463","682","47","-","-"
"4300570","Alto Feliz (RS)","Total","2145","1616","879","737","444","-","85"
"4300604","Alvorada (RS)","Total","90719","33705","11560","22145","56252","10","753"
"4300638","Amaral Ferrador (RS)","Total","3466","3444","2404","1040","20","-","2"
"4300646","Ametista do Sul (RS)","Total","4112","3761","1018","2743","318","-","34"
"4300661","André da Rocha (RS)","Total","686","620","221","399","63","-","3"
"4300703","Anta Gorda (RS)","Total","4122","3929","1963","1966","50","-","142"
"4300802","Antônio Prado (RS)","Total","8371","7559","2756","4803","344","-","468"
"4300851","Arambaré (RS)","Total","1426","1347","440","906","70","-","10"
"4300877","Araricá (RS)","Total","2611","1786","517","1268","784","-","42"
"4300901","Aratiba (RS)","Total","4151","3847","2164","1683","237","-","66"
"4301008","Arroio do Meio (RS)","Total","12082","9539","2159","7380","2180","-","362"
"4301057","Arroio do Sal (RS)","Total","3620","3377","775","2602","191","-","51"
"4301073","Arroio do Padre (RS)","Total","1538","1426","1232","194","75","-","38"
"4301107","Arroio dos Ratos (RS)","Total","6006","4544","1071","3474","1427","-","35"
"4301206","Arroio do Tigre (RS)","Total","8802","8568","5467","3101","182","-","52"
"4301305","Arroio Grande (RS)","Total","7327","7023","1870","5152","263","-","41"
"4301404","Arvorezinha (RS)","Total","5910","5665","2753","2912","206","-","39"
"4301503","Augusto Pestana (RS)","Total","4232","3886","614","3272","275","-","70"
"4301552","Áurea (RS)","Total","1946","1709","131","1578","198","-","40"
"4301602","Bagé (RS)","Total","49823","45674","10515","35159","3764","53","333"
"4301636","Balneário Pinhal (RS)","Total","3889","3379","784","2595","487","-","23"
"4301651","Barão (RS)","Total","3959","3180","1306","1874","749","-","30"
