"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Casa","Casa de vila ou em condomínio","Apartamento","Habitação em casa de cômodos, cortiço ou cabeça de porco","Oca ou maloca"
"2509206","Massaranduba (PB)","Total","Total","3772","3759","2","10","1","-"
"2509305","Mataraca (PB)","Total","Total","1956","1947","6","2","1","-"
"2509339","Matinhas (PB)","Total","Total","1136","1130","6","-","-","-"
"2509370","Mato Grosso (PB)","Total","Total","719","719","-","-","-","-"
"2509396","Maturéia (PB)","Total","Total","1674","1673","-","1","-","-"
"2509404","Mogeiro (PB)","Total","Total","3617","3615","-","1","1","-"
"2509503","Montadas (PB)","Total","Total","1445","1445","-","-","-","-"
"2509602","Monte Horebe (PB)","Total","Total","1307","1306","-","-","1","-"
"2509701","Monteiro (PB)","Total","Total","9760","9662","13","83","2","-"
"2509800","Mulungu (PB)","Total","Total","2746","2745","-","-","1","-"
"2509909","Natuba (PB)","Total","Total","2849","2837","7","-","5","-"
"2510006","Nazarezinho (PB)","Total","Total","2110","2089","-","20","1","-"
"2510105","Nova Floresta (PB)","Total","Total","3165","3164","-","1","-","-"
"2510204","Nova Olinda (PB)","Total","Total","1676","1676","-","-","-","-"
"2510303","Nova Palmeira (PB)","Total","Total","1310","1308","1","-","1","-"
"2510402","Olho d'Água (PB)","Total","Total","1858","1858","-","-","-","-"
"2510501","Olivedos (PB)","Total","Total","1059","1059","-","-","-","-"
"2510600","Ouro Velho (PB)","Total","Total","941","940","-","-","1","-"
"2510659","Parari (PB)","Total","Total","402","402","-","-","-","-"
"2510709","Passagem (PB)","Total","Total","672","672","-","-","-","-"
"2510808","Patos (PB)","Total","Total","28869","27578","59","1218","14","-"
"2510907","Paulista (PB)","Total","Total","3294","3266","-","28","-","-"
"2511004","Pedra Branca (PB)","Total","Total","992","983","-","7","2","-"
"2511103","Pedra Lavrada (PB)","Total","Total","2239","2237","1","1","-","-"
"2511202","Pedras de Fogo (PB)","Total","Total","7384","7273","94","3","14","-"
"2511301","Piancó (PB)","Total","Total","4616","4571","2","43","-","-"
"2511400","Picuí (PB)","Total","Total","5436","5408","2","25","1","-"
"2511509","Pilar (PB)","Total","Total","3176","3166","3","-","7","-"
"2511608","Pilões (PB)","Total","Total","1716","1713","-","3","-","-"
"2511707","Pilõezinhos (PB)","Total","Total","1425","1410","15","-","-","-"
"2511806","Pirpirituba (PB)","Total","Total","2940","2930","3","7","-","-"
"2511905","Pitimbu (PB)","Total","Total","4700","4682","13","2","3","-"
"2512002","Pocinhos (PB)","Total","Total","4778","4760","8","4","6","-"
"2512036","Poço Dantas (PB)","Total","Total","991","989","1","1","-","-"
"2512077","Poço de José de Moura (PB)","Total","Total","1187","1186","-","1","-","-"
"2512101","Pombal (PB)","Total","Total","9278","9052","16","204","6","-"
"2512200","Prata (PB)","Total","Total","1147","1147","-","-","-","-"
"2512309","Princesa Isabel (PB)","Total","Total","6016","5960","8","45","3","-"
"2512408","Puxinanã (PB)","Total","Total","3675","3674","1","-","-","-"
"2512507","Queimadas (PB)","Total","Total","11998","11800","23","173","2","-"
"2512606","Quixaba (PB)","Total","Total","430","430","-","-","-","-"
"2512705","Remígio (PB)","Total","Total","5001","4939","-","58","4","-"
"2512721","Pedro Régis (PB)","Total","Total","1724","1724","-","-","-","-"
"2512747","Riachão (PB)","Total","Total","930","923","7","-","-","-"
"2512754","Riachão do Bacamarte (PB)","Total","Total","1279","1279","-","-","-","-"
"2512762","Riachão do Poço (PB)","Total","Total","1170","1167","1","-","2","-"
"2512788","Riacho de Santo Antônio (PB)","Total","Total","473","473","-","-","-","-"
"2512804","Riacho dos Cavalos (PB)","Total","Total","2225","2225","-","-","-","-"
"2512903","Rio Tinto (PB)","Total","Total","6625","6620","1","-","2","2"
"2513000","Salgadinho (PB)","Total","Total","957","956","1","-","-","-"
"2513109","Salgado de São Félix (PB)","Total","Total","3532","3530","1","-","1","-"
"2513158","Santa Cecília (PB)","Total","Total","1808","1807","1","-","-","-"
"2513208","Santa Cruz (PB)","Total","Total","1894","1892","-","2","-","-"
"2513307","Santa Helena (PB)","Total","Total","1664","1660","1","2","1","-"
"2513356","Santa Inês (PB)","Total","Total","922","922","-","-","-","-"
"2513406","Santa Luzia (PB)","Total","Total","4353","4283","-","70","-","-"
"2513505","Santana de Mangueira (PB)","Total","Total","1410","1409","1","-","-","-"
"2513604","Santana dos Garrotes (PB)","Total","Total","2003","2001","1","-","1","-"
"2513653","Joca Claudino (PB)","Total","Total","750","750","-","-","-","-"
"2513703","Santa Rita (PB)","Total","Total","33546","32680","717","106","43","-"
"2513802","Santa Teresinha (PB)","Total","Total","1264","1258","-","4","2","-"
"2513851","Santo André (PB)","Total","Total","794","794","-","-","-","-"
"2513901","São Bento (PB)","Total","Total","8447","8198","6","239","4","-"
"2513927","São Bentinho (PB)","Total","Total","1199","1197","-","2","-","-"
"2513943","São Domingos do Cariri (PB)","Total","Total","717","716","1","-","-","-"
"2513968","São Domingos (PB)","Total","Total","825","824","-","1","-","-"
"2513984","São Francisco (PB)","Total","Total","1004","1004","-","-","-","-"
"2514008","São João do Cariri (PB)","Total","Total","1316","1315","-","1","-","-"
"2514107","São João do Tigre (PB)","Total","Total","1445","1444","1","-","-","-"
"2514206","São José da Lagoa Tapada (PB)","Total","Total","2221","2217","1","3","-","-"
"2514305","São José de Caiana (PB)","Total","Total","1460","1458","1","-","1","-"
"2514404","São José de Espinharas (PB)","Total","Total","1298","1296","-","1","1","-"
"2514453","São José dos Ramos (PB)","Total","Total","1530","1528","2","-","-","-"
"2514503","São José de Piranhas (PB)","Total","Total","5369","5337","4","28","-","-"
"2514552","São José de Princesa (PB)","Total","Total","1098","1098","-","-","-","-"
"2514602","São José do Bonfim (PB)","Total","Total","881","881","-","-","-","-"
"2514651","São José do Brejo do Cruz (PB)","Total","Total","422","422","-","-","-","-"
"2514701","São José do Sabugi (PB)","Total","Total","1134","1133","1","-","-","-"
"2514800","São José dos Cordeiros (PB)","Total","Total","1257","1253","3","1","-","-"
"2514909","São Mamede (PB)","Total","Total","2346","2330","-","14","2","-"
"2515005","São Miguel de Taipu (PB)","Total","Total","1773","1698","71","-","4","-"
"2515104","São Sebastião de Lagoa de Roça (PB)","Total","Total","3125","3081","2","42","-","-"
"2515203","São Sebastião do Umbuzeiro (PB)","Total","Total","1044","1043","1","-","-","-"
"2515302","Sapé (PB)","Total","Total","14025","13794","194","23","14","-"
"2515401","São Vicente do Seridó (PB)","Total","Total","2622","2622","-","-","-","-"
"2515500","Serra Branca (PB)","Total","Total","4098","4086","-","12","-","-"
"2515609","Serra da Raiz (PB)","Total","Total","896","891","5","-","-","-"
"2515708","Serra Grande (PB)","Total","Total","861","861","-","-","-","-"
"2515807","Serra Redonda (PB)","Total","Total","2193","2184","1","-","8","-"
"2515906","Serraria (PB)","Total","Total","1704","1702","2","-","-","-"
"2515930","Sertãozinho (PB)","Total","Total","1285","1284","1","-","-","-"
"2515971","Sobrado (PB)","Total","Total","2031","2029","1","-","1","-"
"2516003","Solânea (PB)","Total","Total","7672","7515","8","145","4","-"
"2516102","Soledade (PB)","Total","Total","3939","3883","2","49","5","-"
"2516151","Sossêgo (PB)","Total","Total","919","916","1","2","-","-"
"2516201","Sousa (PB)","Total","Total","18742","18134","96","487","25","-"
"2516300","Sumé (PB)","Total","Total","5316","5270","3","43","-","-"
"2516409","Tacima (PB)","Total","Total","2586","2585","1","-","-","-"
"2516508","Taperoá (PB)","Total","Total","4247","4215","21","11","-","-"
"2516607","Tavares (PB)","Total","Total","3796","3762","2","32","-","-"
"2516706","Teixeira (PB)","Total","Total","4003","3995","-","6","2","-"
"2516755","Tenório (PB)","Total","Total","763","763","-","-","-","-"
"2516805","Triunfo (PB)","Total","Total","2554","2554","-","-","-","-"
"2516904","Uiraúna (PB)","Total","Total","4252","4216","2","33","1","-"
"2517001","Umbuzeiro (PB)","Total","Total","2611","2595","-","10","6","-"
"2517100","Várzea (PB)","Total","Total","796","793","1","2","-","-"
"2517209","Vieirópolis (PB)","Total","Total","1416","1413","-","3","-","-"
"2517407","Zabelê (PB)","Total","Total","671","669","-","2","-","-"
"2600054","Abreu e Lima (PE)","Total","Total","28138","27629","174","260","75","-"
"2600104","Afogados da Ingazeira (PE)","Total","Total","10876","10823","2","51","-","-"
"2600203","Afrânio (PE)","Total","Total","4730","4723","-","6","1","-"
"2600302","Agrestina (PE)","Total","Total","6871","6806","1","57","7","-"
"2600401","Água Preta (PE)","Total","Total","7730","7686","6","8","30","-"
"2600500","Águas Belas (PE)","Total","Total","10814","10756","43","7","8","-"
"2600609","Alagoinha (PE)","Total","Total","4107","4103","4","-","-","-"
"2600708","Aliança (PE)","Total","Total","10291","10264","6","2","19","-"
"2600807","Altinho (PE)","Total","Total","7050","7007","33","8","2","-"
"2600906","Amaraji (PE)","Total","Total","6175","6151","17","1","6","-"
"2601003","Angelim (PE)","Total","Total","2998","2991","-","-","7","-"
"2601052","Araçoiaba (PE)","Total","Total","4823","4744","37","-","42","-"
"2601102","Araripina (PE)","Total","Total","20609","20018","61","445","85","-"
"2601201","Arcoverde (PE)","Total","Total","20150","18015","363","1718","54","-"
"2601300","Barra de Guabiraba (PE)","Total","Total","3353","3315","1","37","-","-"
"2601409","Barreiros (PE)","Total","Total","10440","10364","26","12","38","-"
"2601508","Belém de Maria (PE)","Total","Total","3034","3032","1","-","1","-"
"2601607","Belém do São Francisco (PE)","Total","Total","5021","4952","35","16","18","-"
"2601706","Belo Jardim (PE)","Total","Total","22192","21192","22","950","28","-"
"2601805","Betânia (PE)","Total","Total","3310","3305","-","5","-","-"
"2601904","Bezerros (PE)","Total","Total","19286","19151","25","81","29","-"
"2602001","Bodocó (PE)","Total","Total","8913","8905","1","7","-","-"
"2602100","Bom Conselho (PE)","Total","Total","12649","12583","1","65","-","-"
"2602209","Bom Jardim (PE)","Total","Total","10922","10886","5","22","9","-"
"2602308","Bonito (PE)","Total","Total","10807","10707","9","84","7","-"
"2602407","Brejão (PE)","Total","Total","2434","2431","-","1","2","-"
"2602506","Brejinho (PE)","Total","Total","2131","2119","-","12","-","-"
"2602605","Brejo da Madre de Deus (PE)","Total","Total","13255","13015","10","225","5","-"
"2602704","Buenos Aires (PE)","Total","Total","3567","3555","1","8","3","-"
"2602803","Buíque (PE)","Total","Total","13121","12996","27","55","43","-"
"2602902","Cabo de Santo Agostinho (PE)","Total","Total","53402","52249","562","470","121","-"
"2603009","Cabrobó (PE)","Total","Total","8175","7725","264","184","2","-"
"2603108","Cachoeirinha (PE)","Total","Total","5870","5799","13","49","9","-"
"2603207","Caetés (PE)","Total","Total","6990","6988","1","-","1","-"
"2603306","Calçado (PE)","Total","Total","3119","3111","8","-","-","-"
"2603405","Calumbi (PE)","Total","Total","1649","1642","-","7","-","-"
"2603454","Camaragibe (PE)","Total","Total","42262","40878","606","744","34","-"
"2603504","Camocim de São Félix (PE)","Total","Total","5205","5122","5","78","-","-"
"2603603","Camutanga (PE)","Total","Total","2264","2264","-","-","-","-"
"2603702","Canhotinho (PE)","Total","Total","6633","6589","41","3","-","-"
"2603801","Capoeiras (PE)","Total","Total","5127","5099","-","27","1","-"
"2603900","Carnaíba (PE)","Total","Total","5380","5342","6","28","4","-"
"2603926","Carnaubeira da Penha (PE)","Total","Total","2615","2615","-","-","-","-"
"2604007","Carpina (PE)","Total","Total","21438","20669","213","470","86","-"
"2604106","Caruaru (PE)","Total","Total","96304","86795","397","8728","384","-"
"2604155","Casinhas (PE)","Total","Total","3640","3555","85","-","-","-"
"2604205","Catende (PE)","Total","Total","9975","9719","4","155","97","-"
"2604304","Cedro (PE)","Total","Total","2756","2752","-","4","-","-"
"2604403","Chã de Alegria (PE)","Total","Total","3463","3448","-","10","5","-"
"2604502","Chã Grande (PE)","Total","Total","5914","5911","-","-","3","-"
"2604601","Condado (PE)","Total","Total","6743","6734","3","4","2","-"
"2604700","Correntes (PE)","Total","Total","4348","4341","-","6","1","-"
"2604809","Cortês (PE)","Total","Total","3324","3294","3","27","-","-"
"2604908","Cumaru (PE)","Total","Total","5086","5072","-","12","2","-"
"2605004","Cupira (PE)","Total","Total","7218","7190","-","24","4","-"
"2605103","Custódia (PE)","Total","Total","10130","10039","18","69","4","-"
"2605152","Dormentes (PE)","Total","Total","4652","4646","-","2","4","-"
"2605202","Escada (PE)","Total","Total","18124","17885","100","82","57","-"
"2605301","Exu (PE)","Total","Total","8180","8150","-","27","3","-"
"2605400","Feira Nova (PE)","Total","Total","6229","6212","5","6","6","-"
"2605459","Fernando de Noronha (PE)","Total","Total","585","575","3","-","7","-"
"2605509","Ferreiros (PE)","Total","Total","3106","3072","6","23","5","-"
"2605608","Flores (PE)","Total","Total","6723","6721","-","-","2","-"
"2605707","Floresta (PE)","Total","Total","7207","7100","48","56","3","-"
"2605806","Frei Miguelinho (PE)","Total","Total","4485","4460","1","23","1","-"
"2605905","Gameleira (PE)","Total","Total","6920","6901","6","8","5","-"
"2606002","Garanhuns (PE)","Total","Total","37368","35291","495","1520","62","-"
"2606101","Glória do Goitá (PE)","Total","Total","8259","8240","3","2","14","-"
"2606200","Goiana (PE)","Total","Total","21480","21028","96","325","31","-"
"2606309","Granito (PE)","Total","Total","1782","1782","-","-","-","-"
"2606408","Gravatá (PE)","Total","Total","23383","23172","112","82","17","-"
"2606507","Iati (PE)","Total","Total","4790","4780","1","2","7","-"
"2606606","Ibimirim (PE)","Total","Total","7007","6839","142","21","5","-"
"2606705","Ibirajuba (PE)","Total","Total","2292","2292","-","-","-","-"
"2606804","Igarassu (PE)","Total","Total","29677","28748","449","434","46","-"
"2606903","Iguaracy (PE)","Total","Total","3621","3616","-","5","-","-"
"2607000","Inajá (PE)","Total","Total","4161","4058","88","1","13","1"
"2607109","Ingazeira (PE)","Total","Total","1290","1290","-","-","-","-"
"2607208","Ipojuca (PE)","Total","Total","22016","21109","689","173","45","-"
"2607307","Ipubi (PE)","Total","Total","7217","7195","5","3","14","-"
"2607406","Itacuruba (PE)","Total","Total","1142","1133","9","-","-","-"
"2607505","Itaíba (PE)","Total","Total","7016","6980","8","23","5","-"
"2607604","Ilha de Itamaracá (PE)","Total","Total","5402","5284","28","78","12","-"
"2607653","Itambé (PE)","Total","Total","9457","9361","34","41","21","-"
"2607703","Itapetim (PE)","Total","Total","4473","4452","16","5","-","-"
"2607752","Itapissuma (PE)","Total","Total","6464","6449","13","-","2","-"
"2607802","Itaquitinga (PE)","Total","Total","4310","4308","-","-","2","-"
"2607901","Jaboatão dos Guararapes (PE)","Total","Total","197047","157020","3192","36262","573","-"
"2607950","Jaqueira (PE)","Total","Total","2927","2919","1","6","1","-"
"2608008","Jataúba (PE)","Total","Total","4641","4621","8","12","-","-"
"2608057","Jatobá (PE)","Total","Total","3831","3771","-","60","-","-"
"2608107","João Alfredo (PE)","Total","Total","9270","9144","28","94","4","-"
"2608206","Joaquim Nabuco (PE)","Total","Total","4174","4163","5","1","5","-"
"2608255","Jucati (PE)","Total","Total","2989","2985","1","3","-","-"
"2608305","Jupi (PE)","Total","Total","3973","3969","1","2","1","-"
"2608404","Jurema (PE)","Total","Total","4163","4158","-","5","-","-"
"2608453","Lagoa do Carro (PE)","Total","Total","4615","4612","3","-","-","-"
"2608503","Lagoa de Itaenga (PE)","Total","Total","5820","5757","51","4","8","-"
"2608602","Lagoa do Ouro (PE)","Total","Total","3400","3389","-","7","4","-"
"2608701","Lagoa dos Gatos (PE)","Total","Total","4667","4655","-","12","-","-"
"2608750","Lagoa Grande (PE)","Total","Total","6062","6018","8","15","21","-"
"2608800","Lajedo (PE)","Total","Total","11002","10803","14","176","9","-"
"2608909","Limoeiro (PE)","Total","Total","16402","16245","75","70","12","-"
"2609006","Macaparana (PE)","Total","Total","6666","6658","-","7","1","-"
"2609105","Machados (PE)","Total","Total","3590","3576","14","-","-","-"
"2609154","Manari (PE)","Total","Total","4145","4141","2","2","-","-"
"2609204","Maraial (PE)","Total","Total","3067","3065","-","-","2","-"
"2609303","Mirandiba (PE)","Total","Total","3586","3572","1","9","4","-"
"2609402","Moreno (PE)","Total","Total","16453","16370","33","36","14","-"
"2609501","Nazaré da Mata (PE)","Total","Total","8671","8538","49","71","13","-"
"2609600","Olinda (PE)","Total","Total","113238","92867","1986","17838","547","-"
"2609709","Orobó (PE)","Total","Total","6351","6024","300","24","3","-"
