"Tabela 3604 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país, por tempo habitual de deslocamento do domicílio para o trabalho principal, segundo a situação do domicílio e os grupos de horas habitualmente trabalhadas por semana no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país (Pessoas)"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Ano x Tempo habitual de deslocamento do domicílio para o trabalho principal x Situação do domicílio"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","2010"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Até cinco minutos","De seis minutos até meia hora","Mais de meia hora até uma hora","Mais de uma hora até duas horas","Mais de duas horas"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Total","Total","Total","Total","Total"
"2402907","Coronel João Pessoa (RN)","Total","409","815","152","44","6"
"2403004","Cruzeta (RN)","Total","972","1424","150","19","-"
"2403103","Currais Novos (RN)","Total","3036","7067","1200","160","11"
"2403202","Doutor Severiano (RN)","Total","393","1388","138","18","3"
"2403251","Parnamirim (RN)","Total","6292","39751","21135","4655","388"
"2403301","Encanto (RN)","Total","440","980","119","20","3"
"2403400","Equador (RN)","Total","423","930","266","89","-"
"2403509","Espírito Santo (RN)","Total","507","740","332","229","10"
"2403608","Extremoz (RN)","Total","973","2925","1754","596","105"
"2403707","Felipe Guerra (RN)","Total","478","877","77","11","3"
"2403756","Fernando Pedroza (RN)","Total","188","196","5","20","9"
"2403806","Florânia (RN)","Total","967","1359","174","35","28"
"2403905","Francisco Dantas (RN)","Total","160","461","70","8","2"
"2404002","Frutuoso Gomes (RN)","Total","502","660","35","24","7"
"2404101","Galinhos (RN)","Total","239","318","72","22","30"
"2404200","Goianinha (RN)","Total","952","3421","907","169","24"
"2404309","Governador Dix-Sept Rosado (RN)","Total","789","1231","288","38","17"
"2404408","Grossos (RN)","Total","724","1642","258","71","13"
"2404507","Guamaré (RN)","Total","1015","2168","149","33","16"
"2404606","Ielmo Marinho (RN)","Total","435","1506","483","156","21"
"2404705","Ipanguaçu (RN)","Total","777","2188","509","68","14"
"2404804","Ipueira (RN)","Total","402","238","24","8","2"
"2404853","Itajá (RN)","Total","472","1346","141","20","3"
"2404903","Itaú (RN)","Total","732","716","91","15","14"
"2405009","Jaçanã (RN)","Total","613","1064","217","34","6"
"2405108","Jandaíra (RN)","Total","532","625","207","31","17"
"2405207","Janduís (RN)","Total","385","541","89","30","6"
"2405306","Januário Cicco (RN)","Total","399","1334","165","39","4"
"2405405","Japi (RN)","Total","428","718","101","61","5"
"2405504","Jardim de Angicos (RN)","Total","134","301","18","20","5"
"2405603","Jardim de Piranhas (RN)","Total","965","2179","196","50","3"
"2405702","Jardim do Seridó (RN)","Total","1175","2206","227","51","33"
"2405801","João Câmara (RN)","Total","1799","4082","686","374","52"
"2405900","João Dias (RN)","Total","157","113","13","6","-"
"2406007","José da Penha (RN)","Total","462","840","91","15","11"
"2406106","Jucurutu (RN)","Total","1508","2522","342","73","62"
"2406155","Jundiá (RN)","Total","214","575","75","18","20"
"2406205","Lagoa d'Anta (RN)","Total","608","1060","143","50","3"
"2406304","Lagoa de Pedras (RN)","Total","403","920","155","65","12"
"2406403","Lagoa de Velhos (RN)","Total","218","357","32","2","-"
"2406502","Lagoa Nova (RN)","Total","1007","1769","303","28","5"
"2406601","Lagoa Salgada (RN)","Total","480","870","162","25","-"
"2406700","Lajes (RN)","Total","761","1314","239","121","15"
"2406809","Lajes Pintadas (RN)","Total","243","862","157","74","5"
"2406908","Lucrécia (RN)","Total","353","774","17","2","-"
"2407005","Luís Gomes (RN)","Total","438","1003","216","53","-"
"2407104","Macaíba (RN)","Total","2376","9799","5540","1453","145"
"2407203","Macau (RN)","Total","1633","4611","1224","174","54"
"2407252","Major Sales (RN)","Total","304","503","43","8","4"
"2407302","Marcelino Vieira (RN)","Total","625","1133","264","27","19"
"2407401","Martins (RN)","Total","726","1009","246","93","28"
"2407500","Maxaranguape (RN)","Total","705","1513","234","87","17"
"2407609","Messias Targino (RN)","Total","614","564","59","10","-"
"2407708","Montanhas (RN)","Total","504","1572","513","114","22"
"2407807","Monte Alegre (RN)","Total","1272","1870","728","129","36"
"2407906","Monte das Gameleiras (RN)","Total","232","337","49","21","-"
"2408003","Mossoró (RN)","Total","10297","58636","7560","1453","444"
"2408102","Natal (RN)","Total","23080","135164","85012","21757","1612"
"2408201","Nísia Floresta (RN)","Total","1126","2686","1221","427","44"
"2408300","Nova Cruz (RN)","Total","1373","5295","973","385","58"
"2408409","Olho d'Água do Borges (RN)","Total","259","554","58","14","7"
"2408508","Ouro Branco (RN)","Total","368","773","90","25","3"
"2408607","Paraná (RN)","Total","215","662","54","9","24"
"2408706","Paraú (RN)","Total","358","411","60","6","-"
"2408805","Parazinho (RN)","Total","299","499","65","8","-"
"2408904","Parelhas (RN)","Total","1351","3778","357","89","61"
"2408953","Rio do Fogo (RN)","Total","742","1274","219","61","43"
"2409100","Passa e Fica (RN)","Total","935","2101","238","39","4"
"2409209","Passagem (RN)","Total","228","404","32","6","10"
"2409308","Patu (RN)","Total","949","1466","128","52","14"
"2409332","Santa Maria (RN)","Total","277","723","73","25","2"
"2409407","Pau dos Ferros (RN)","Total","1843","5059","296","97","55"
"2409506","Pedra Grande (RN)","Total","299","400","71","19","20"
"2409605","Pedra Preta (RN)","Total","173","319","134","40","1"
"2409704","Pedro Avelino (RN)","Total","321","839","162","37","20"
"2409803","Pedro Velho (RN)","Total","757","1387","695","265","38"
"2409902","Pendências (RN)","Total","930","1727","440","97","23"
"2410009","Pilões (RN)","Total","220","416","30","16","4"
"2410108","Poço Branco (RN)","Total","498","1222","192","76","5"
"2410207","Portalegre (RN)","Total","563","1268","201","24","4"
"2410256","Porto do Mangue (RN)","Total","627","588","172","54","14"
"2410306","Serra Caiada (RN)","Total","480","1179","436","144","22"
"2410405","Pureza (RN)","Total","476","875","346","51","6"
"2410504","Rafael Fernandes (RN)","Total","345","829","44","4","-"
"2410603","Rafael Godeiro (RN)","Total","279","527","24","17","-"
"2410702","Riacho da Cruz (RN)","Total","181","496","81","24","3"
"2410801","Riacho de Santana (RN)","Total","282","624","102","34","2"
"2410900","Riachuelo (RN)","Total","448","663","104","31","3"
"2411007","Rodolfo Fernandes (RN)","Total","406","701","117","28","7"
"2411056","Tibau (RN)","Total","232","820","141","12","4"
"2411106","Ruy Barbosa (RN)","Total","335","290","54","18","5"
"2411205","Santa Cruz (RN)","Total","2638","5113","752","156","72"
"2411403","Santana do Matos (RN)","Total","713","1623","360","112","50"
"2411429","Santana do Seridó (RN)","Total","419","377","21","-","-"
"2411502","Santo Antônio (RN)","Total","2036","2601","584","116","79"
"2411601","São Bento do Norte (RN)","Total","117","320","18","5","4"
"2411700","São Bento do Trairí (RN)","Total","491","376","31","5","2"
"2411809","São Fernando (RN)","Total","265","493","44","7","-"
"2411908","São Francisco do Oeste (RN)","Total","348","717","68","3","-"
"2412005","São Gonçalo do Amarante (RN)","Total","1707","11518","10392","2126","304"
"2412104","São João do Sabugi (RN)","Total","507","796","156","38","3"
"2412203","São José de Mipibu (RN)","Total","1271","5165","2195","551","44"
"2412302","São José do Campestre (RN)","Total","746","1672","302","84","21"
"2412401","São José do Seridó (RN)","Total","599","709","58","18","19"
"2412500","São Miguel (RN)","Total","1501","3166","481","84","28"
"2412559","São Miguel do Gostoso (RN)","Total","562","1015","479","194","30"
"2412609","São Paulo do Potengi (RN)","Total","1103","2426","405","142","9"
"2412708","São Pedro (RN)","Total","383","506","88","17","3"
"2412807","São Rafael (RN)","Total","404","1060","316","68","17"
"2412906","São Tomé (RN)","Total","856","1087","196","44","29"
"2413003","São Vicente (RN)","Total","511","557","93","7","2"
"2413102","Senador Elói de Souza (RN)","Total","259","536","139","79","16"
"2413201","Senador Georgino Avelino (RN)","Total","304","330","43","15","9"
"2413300","Serra de São Bento (RN)","Total","393","971","173","52","10"
"2413359","Serra do Mel (RN)","Total","724","1502","342","30","45"
"2413409","Serra Negra do Norte (RN)","Total","508","1217","106","29","3"
"2413508","Serrinha (RN)","Total","618","1154","208","61","2"
"2413557","Serrinha dos Pintos (RN)","Total","319","632","112","36","3"
"2413607","Severiano Melo (RN)","Total","450","652","172","43","6"
"2413706","Sítio Novo (RN)","Total","214","617","76","19","10"
"2413805","Taboleiro Grande (RN)","Total","405","287","10","-","-"
"2413904","Taipu (RN)","Total","510","1517","371","134","5"
"2414001","Tangará (RN)","Total","787","1675","211","67","6"
"2414100","Tenente Ananias (RN)","Total","509","1337","182","61","32"
"2414159","Tenente Laurentino Cruz (RN)","Total","544","918","85","49","5"
"2414209","Tibau do Sul (RN)","Total","608","2057","321","36","4"
"2414308","Timbaúba dos Batistas (RN)","Total","270","297","32","6","6"
"2414407","Touros (RN)","Total","2000","5163","1375","281","253"
"2414456","Triunfo Potiguar (RN)","Total","367","348","45","21","-"
"2414506","Umarizal (RN)","Total","970","1351","214","65","42"
"2414605","Upanema (RN)","Total","717","1208","380","48","9"
"2414704","Várzea (RN)","Total","319","684","107","39","3"
"2414753","Venha-Ver (RN)","Total","229","748","121","21","8"
"2414803","Vera Cruz (RN)","Total","736","1627","216","63","-"
"2414902","Viçosa (RN)","Total","136","260","30","3","3"
"2415008","Vila Flor (RN)","Total","126","434","75","39","-"
"2500106","Água Branca (PB)","Total","711","1397","253","74","5"
"2500205","Aguiar (PB)","Total","545","983","210","74","36"
"2500304","Alagoa Grande (PB)","Total","988","3395","1175","370","142"
"2500403","Alagoa Nova (PB)","Total","861","2241","674","94","30"
"2500502","Alagoinha (PB)","Total","831","1702","211","121","28"
"2500536","Alcantil (PB)","Total","324","571","130","15","12"
"2500577","Algodão de Jandaíra (PB)","Total","183","384","88","22","3"
"2500601","Alhandra (PB)","Total","630","2569","830","153","19"
"2500700","São João do Rio do Peixe (PB)","Total","1711","3149","431","93","36"
"2500734","Amparo (PB)","Total","193","363","84","27","5"
"2500775","Aparecida (PB)","Total","496","807","243","27","10"
"2500809","Araçagi (PB)","Total","957","2366","521","155","16"
"2500908","Arara (PB)","Total","1245","1938","510","108","9"
"2501005","Araruna (PB)","Total","1230","2863","520","121","39"
"2501104","Areia (PB)","Total","1089","3676","737","148","56"
"2501153","Areia de Baraúnas (PB)","Total","157","360","60","12","9"
"2501203","Areial (PB)","Total","406","1194","250","55","8"
"2501302","Aroeiras (PB)","Total","1123","2144","610","120","51"
"2501351","Assunção (PB)","Total","393","585","87","28","4"
"2501401","Baía da Traição (PB)","Total","483","1455","410","125","27"
"2501500","Bananeiras (PB)","Total","1084","2295","252","30","22"
"2501534","Baraúna (PB)","Total","290","450","51","5","4"
"2501575","Barra de Santana (PB)","Total","373","847","167","48","-"
"2501609","Barra de Santa Rosa (PB)","Total","988","2336","440","70","54"
"2501708","Barra de São Miguel (PB)","Total","188","889","187","42","15"
"2501807","Bayeux (PB)","Total","2909","14879","9100","3173","291"
"2501906","Belém (PB)","Total","1088","2168","370","147","36"
"2502003","Belém do Brejo do Cruz (PB)","Total","476","669","130","28","7"
"2502052","Bernardino Batista (PB)","Total","223","415","68","3","-"
"2502102","Boa Ventura (PB)","Total","419","958","259","83","22"
"2502151","Boa Vista (PB)","Total","255","1071","219","65","2"
"2502201","Bom Jesus (PB)","Total","195","425","58","16","2"
"2502300","Bom Sucesso (PB)","Total","472","941","54","6","-"
"2502409","Bonito de Santa Fé (PB)","Total","635","2356","218","84","6"
"2502508","Boqueirão (PB)","Total","1242","3047","632","157","83"
"2502607","Igaracy (PB)","Total","457","1066","236","69","13"
"2502706","Borborema (PB)","Total","287","826","280","40","14"
"2502805","Brejo do Cruz (PB)","Total","849","1570","232","68","16"
"2502904","Brejo dos Santos (PB)","Total","387","779","93","8","14"
"2503001","Caaporã (PB)","Total","949","2858","787","191","18"
"2503100","Cabaceiras (PB)","Total","740","768","123","42","12"
"2503209","Cabedelo (PB)","Total","1954","11166","3788","737","92"
"2503308","Cachoeira dos Índios (PB)","Total","609","1176","262","56","11"
"2503407","Cacimba de Areia (PB)","Total","221","547","105","39","-"
"2503506","Cacimba de Dentro (PB)","Total","1144","2554","422","166","29"
"2503555","Cacimbas (PB)","Total","375","970","310","94","17"
"2503605","Caiçara (PB)","Total","602","1232","248","128","16"
"2503704","Cajazeiras (PB)","Total","3966","12217","1845","326","100"
"2503753","Cajazeirinhas (PB)","Total","154","267","20","9","3"
"2503803","Caldas Brandão (PB)","Total","536","561","127","22","3"
"2503902","Camalaú (PB)","Total","428","1191","200","42","8"
"2504009","Campina Grande (PB)","Total","13252","81447","21138","3156","768"
"2504033","Capim (PB)","Total","171","737","178","59","-"
"2504074","Caraúbas (PB)","Total","342","665","122","13","4"
"2504108","Carrapateira (PB)","Total","232","171","40","14","4"
"2504157","Casserengue (PB)","Total","685","1030","190","59","4"
"2504207","Catingueira (PB)","Total","219","466","91","26","-"
"2504306","Catolé do Rocha (PB)","Total","1825","5114","493","199","27"
"2504355","Caturité (PB)","Total","264","594","88","18","7"
"2504405","Conceição (PB)","Total","972","3025","329","64","43"
"2504504","Condado (PB)","Total","418","934","135","48","18"
"2504603","Conde (PB)","Total","527","3287","1367","395","61"
"2504702","Congo (PB)","Total","277","689","231","40","-"
"2504801","Coremas (PB)","Total","1018","2367","444","199","15"
"2504850","Coxixola (PB)","Total","291","329","28","4","-"
"2504900","Cruz do Espírito Santo (PB)","Total","622","1387","704","172","25"
"2505006","Cubati (PB)","Total","499","929","127","81","55"
"2505105","Cuité (PB)","Total","1005","2920","427","131","94"
"2505204","Cuitegi (PB)","Total","464","1080","175","45","15"
"2505238","Cuité de Mamanguape (PB)","Total","439","697","186","77","9"
"2505279","Curral de Cima (PB)","Total","507","850","143","42","3"
"2505303","Curral Velho (PB)","Total","214","329","65","16","1"
"2505352","Damião (PB)","Total","767","1092","155","21","14"
"2505402","Desterro (PB)","Total","596","1304","233","40","10"
"2505501","Vista Serrana (PB)","Total","322","195","35","-","-"
"2505600","Diamante (PB)","Total","530","896","125","64","14"
"2505709","Dona Inês (PB)","Total","661","1516","257","61","20"
"2505808","Duas Estradas (PB)","Total","206","518","100","10","12"
"2505907","Emas (PB)","Total","260","437","62","3","6"
"2506004","Esperança (PB)","Total","1387","5089","667","188","29"
"2506103","Fagundes (PB)","Total","535","1783","683","324","52"
"2506202","Frei Martinho (PB)","Total","285","547","147","18","-"
"2506251","Gado Bravo (PB)","Total","207","478","130","46","13"
"2506301","Guarabira (PB)","Total","3140","11089","1153","311","67"
"2506400","Gurinhém (PB)","Total","707","1854","514","184","9"
"2506509","Gurjão (PB)","Total","332","737","90","12","-"
"2506608","Ibiara (PB)","Total","486","651","214","33","10"
"2506707","Imaculada (PB)","Total","929","2017","249","55","41"
"2506806","Ingá (PB)","Total","1232","2818","1024","396","30"
"2506905","Itabaiana (PB)","Total","1476","4044","864","228","29"
"2507002","Itaporanga (PB)","Total","1393","4741","802","143","55"
"2507101","Itapororoca (PB)","Total","975","2864","809","230","4"
"2507200","Itatuba (PB)","Total","570","1131","465","136","-"
"2507309","Jacaraú (PB)","Total","1210","1968","513","119","25"
"2507408","Jericó (PB)","Total","581","1016","150","25","-"
"2507507","João Pessoa (PB)","Total","18583","135872","67087","15810","1520"
"2507606","Juarez Távora (PB)","Total","331","973","256","67","13"
"2507705","Juazeirinho (PB)","Total","1767","2271","385","123","21"
"2507804","Junco do Seridó (PB)","Total","540","925","312","57","6"
"2507903","Juripiranga (PB)","Total","392","1253","250","91","10"
"2508000","Juru (PB)","Total","430","935","326","85","-"
"2508109","Lagoa (PB)","Total","305","585","100","46","-"
"2508208","Lagoa de Dentro (PB)","Total","479","1134","187","42","5"
"2508307","Lagoa Seca (PB)","Total","1030","3885","1319","215","46"
"2508406","Lastro (PB)","Total","126","319","110","23","-"
"2508505","Livramento (PB)","Total","426","1067","198","65","12"
"2508554","Logradouro (PB)","Total","412","774","101","31","2"
"2508604","Lucena (PB)","Total","534","1370","314","153","16"
